codigo_municipio,moe_risk_2007,moe_high_risk_2007,moe_risk_2010,moe_high_risk_2010,moe_risk_2011,moe_high_risk_2011,moe_risk_2014,moe_high_risk_2014,moe_risk_2015,moe_high_risk_2015,moe_risk_2016,moe_high_risk_2016,moe_risk_2018,moe_high_risk_2018,moe_risk_2019,moe_high_risk_2019,moe_risk_2022,moe_high_risk_2022,moe_risk_2023,moe_high_risk_2023,armed_group_presence,is_pdet,coca_hectares,risk_level,high_risk_flag
13600,low,0,low,0,low,0,low,0,low,0,medium,0,medium,0,low,0,high,1,high,1,0,0,0.0,high,1
76616,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
44001,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05615,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68615,medium,0,low,0,medium,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17614,high,1,low,0,low,0,low,0,high,1,medium,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
27615,high,1,low,0,extreme,1,low,0,high,1,extreme,1,low,0,extreme,1,high,1,extreme,1,0,0,0.0,extreme,1
17616,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41615,high,1,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52621,low,0,extreme,1,extreme,1,low,0,high,1,medium,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
76622,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73622,low,0,extreme,1,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15621,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19622,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73624,medium,0,low,0,medium,0,low,0,high,1,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68655,high,1,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08634,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05628,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,medium,0,high,1,low,0,0,0,0.0,low,0
08638,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,0,0,0.0,low,0
85300,high,1,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47660,high,1,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05631,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15632,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
85315,medium,0,low,0,low,0,low,0,high,1,low,0,medium,0,low,0,low,0,high,1,0,0,0.0,high,1
15638,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
23660,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
41660,high,1,medium,0,medium,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17653,low,0,medium,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47675,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54660,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73671,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
63690,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05642,low,0,high,1,low,0,medium,0,low,0,low,0,low,0,low,0,high,1,medium,0,0,0,0.0,medium,0
15646,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17662,extreme,1,extreme,1,high,1,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52678,medium,0,low,0,low,0,low,0,low,0,high,1,high,1,low,0,low,0,low,0,0,0,0.0,low,0
70670,low,0,low,0,medium,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41668,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20710,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68669,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
88001,low,0,low,0,low,0,low,0,high,1,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05647,medium,0,high,1,high,1,high,1,high,1,low,0,extreme,1,high,1,high,1,high,1,0,0,0.0,high,1
52835,high,1,low,0,extreme,1,low,0,extreme,1,extreme,1,extreme,1,low,0,low,0,extreme,1,0,0,0.0,extreme,1
23670,medium,0,high,1,low,0,extreme,1,low,0,low,0,extreme,1,low,0,low,0,low,0,0,0,0.0,low,0
23672,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73675,medium,0,high,1,high,1,high,1,high,1,medium,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
25645,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68673,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70678,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,medium,0,0,0,0.0,medium,0
25649,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52685,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
23675,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54670,extreme,1,medium,0,extreme,1,high,1,extreme,1,high,1,high,1,low,0,extreme,1,extreme,1,0,0,0.0,extreme,1
05649,medium,0,extreme,1,high,1,high,1,low,0,medium,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
23678,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,0,0,0.0,medium,0
50680,extreme,1,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25653,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54673,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,0,0,0.0,high,1
13620,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20750,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15660,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13647,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
94883,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13650,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,extreme,1,0,0,0.0,extreme,1
05652,medium,0,medium,0,extreme,1,extreme,1,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
25658,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
86755,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68679,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13654,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
13655,high,1,low,0,low,0,low,0,low,0,low,0,low,0,extreme,1,low,0,low,0,0,0,0.0,low,0
05656,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68682,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17665,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05658,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68684,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15664,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
23682,low,0,low,0,low,0,low,0,high,1,high,1,low,0,extreme,1,low,0,medium,0,0,0,0.0,medium,0
18610,extreme,1,low,0,high,1,low,0,low,0,high,1,low,0,low,0,low,0,low,0,0,0,0.0,low,0
95001,high,1,low,0,low,0,low,0,extreme,1,extreme,1,extreme,1,high,1,low,0,extreme,1,0,0,0.0,extreme,1
27660,extreme,1,low,0,extreme,1,low,0,extreme,1,medium,0,extreme,1,low,0,medium,0,low,0,0,0,0.0,low,0
50683,low,0,extreme,1,extreme,1,medium,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70702,medium,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25662,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05659,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
44650,medium,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13657,medium,0,medium,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
50686,high,1,low,0,high,1,low,0,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52687,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05660,medium,0,low,0,high,1,high,1,high,1,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73678,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15667,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
85325,high,1,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70742,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70708,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20770,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
50689,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13667,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15673,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68686,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
86757,extreme,1,low,0,extreme,1,high,1,low,0,medium,0,high,1,low,0,high,1,low,0,0,0,0.0,low,0
15676,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70713,high,1,extreme,1,extreme,1,low,0,low,0,medium,0,high,1,medium,0,low,0,high,1,0,0,0.0,high,1
52693,low,0,medium,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13670,high,1,low,0,high,1,low,0,low,0,extreme,1,high,1,medium,0,high,1,extreme,1,0,0,0.0,extreme,1
15681,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05664,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70717,medium,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
76670,low,0,medium,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52694,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05665,low,0,high,1,medium,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
23686,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,medium,0,0,0,0.0,medium,0
05667,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
05670,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19693,extreme,1,low,0,low,0,extreme,1,extreme,1,medium,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
47692,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05674,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68689,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
18753,extreme,1,extreme,1,extreme,1,high,1,extreme,1,extreme,1,high,1,extreme,1,high,1,extreme,1,0,0,0.0,extreme,1
47703,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52683,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47707,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05679,low,0,high,1,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52696,low,0,low,0,low,0,high,1,low,0,high,1,high,1,medium,0,low,0,extreme,1,0,0,0.0,extreme,1
68705,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47720,low,0,low,0,high,1,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13673,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15757,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68720,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
73686,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08675,medium,0,medium,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15690,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41676,medium,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47001,high,1,low,0,high,1,low,0,low,0,high,1,extreme,1,high,1,low,0,low,0,0,0,0.0,low,0
13683,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,0,0,0.0,medium,0
19701,high,1,low,0,low,0,high,1,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
66682,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05686,low,0,low,0,low,0,medium,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15693,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13688,high,1,low,0,medium,0,low,0,low,0,high,1,high,1,low,0,low,0,low,0,0,0,0.0,low,0
99624,low,0,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15696,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52699,low,0,low,0,medium,0,low,0,high,1,medium,0,extreme,1,low,0,low,0,low,0,0,0,0.0,low,0
05042,low,0,medium,0,high,1,medium,0,low,0,low,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
15686,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19698,medium,0,low,0,low,0,low,0,low,0,extreme,1,low,0,low,0,extreme,1,extreme,1,0,0,0.0,extreme,1
54680,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
86760,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70820,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05690,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,0,0,0.0,high,1
08685,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
66687,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52720,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
81736,high,1,extreme,1,high,1,low,0,extreme,1,high,1,extreme,1,extreme,1,low,0,extreme,1,0,0,0.0,extreme,1
54720,high,1,medium,0,medium,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25718,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15720,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15723,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05736,medium,0,medium,0,medium,0,low,0,low,0,extreme,1,extreme,1,extreme,1,extreme,1,low,0,0,0,0.0,low,0
25736,medium,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
76736,high,1,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15740,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25740,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
86749,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,0,0,0.0,low,0
54743,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25743,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19743,low,0,low,0,low,0,low,0,low,0,low,0,high,1,low,0,low,0,low,0,0,0,0.0,low,0
68745,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25745,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13744,extreme,1,extreme,1,low,0,low,0,low,0,high,1,medium,0,low,0,low,0,low,0,0,0,0.0,low,0
70001,medium,0,high,1,low,0,low,0,low,0,high,1,low,0,high,1,high,1,low,0,0,0,0.0,low,0
27745,medium,0,low,0,medium,0,high,1,high,1,high,1,high,1,extreme,1,extreme,1,extreme,1,0,0,0.0,extreme,1
47745,low,0,low,0,low,0,low,0,extreme,1,medium,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25754,low,0,low,0,high,1,medium,0,low,0,high,1,low,0,low,0,high,1,low,0,0,0,0.0,low,0
15753,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68755,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15755,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15759,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
18756,extreme,1,medium,0,high,1,extreme,1,high,1,medium,0,low,0,low,0,extreme,1,low,0,0,0,0.0,low,0
08758,medium,0,low,0,medium,0,low,0,high,1,medium,0,high,1,low,0,low,0,extreme,1,0,0,0.0,extreme,1
18785,high,1,low,0,high,1,high,1,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15761,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05756,high,1,medium,0,high,1,low,0,low,0,medium,0,medium,0,medium,0,low,0,low,0,0,0,0.0,low,0
05761,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
13760,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25758,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15762,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15764,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15763,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19760,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68770,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
08770,high,1,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19780,low,0,low,0,medium,0,low,0,extreme,1,medium,0,low,0,extreme,1,low,0,extreme,1,0,0,0.0,extreme,1
73770,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41770,low,0,medium,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25769,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19785,low,0,low,0,high,1,low,0,extreme,1,medium,0,low,0,high,1,low,0,high,1,0,0,0.0,high,1
68773,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
70771,medium,0,low,0,low,0,medium,0,low,0,low,0,high,1,low,0,high,1,low,0,0,0,0.0,low,0
25772,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25777,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
17777,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
68780,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25779,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15774,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15776,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25781,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15778,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25785,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
27787,medium,0,low,0,low,0,low,0,extreme,1,high,1,low,0,high,1,high,1,extreme,1,0,0,0.0,extreme,1
13780,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
20787,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
85400,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
81794,high,1,extreme,1,extreme,1,low,0,extreme,1,high,1,low,0,extreme,1,low,0,low,0,0,0,0.0,low,0
05789,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52786,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
52788,medium,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
97666,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
91798,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05790,high,1,extreme,1,extreme,1,high,1,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,extreme,1,0,0,0.0,extreme,1
41791,low,0,medium,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
05792,low,0,low,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15790,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
85410,low,0,low,0,low,0,low,0,low,0,low,0,low,0,medium,0,low,0,low,0,0,0,0.0,low,0
25793,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41799,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25797,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
47798,extreme,1,low,0,low,0,extreme,1,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25799,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15798,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54800,high,1,high,1,low,0,high,1,low,0,high,1,extreme,1,extreme,1,extreme,1,low,0,0,0,0.0,low,0
41801,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
41797,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25805,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15804,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
15806,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
25807,low,0,low,0,low,0,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
54810,extreme,1,low,0,extreme,1,low,0,extreme,1,extreme,1,extreme,1,low,0,extreme,1,extreme,1,0,0,0.0,extreme,1
23807,medium,0,extreme,1,extreme,1,low,0,low,0,extreme,1,extreme,1,extreme,1,low,0,low,0,0,0,0.0,low,0
41807,medium,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19807,medium,0,low,0,high,1,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
19809,medium,0,extreme,1,low,0,high,1,low,0,high,1,low,0,low,0,high,1,low,0,0,0,0.0,low,0
15808,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,low,0,0,0,0.0,low,0
