codigo_municipio,year,round,candidate,votes,total_votes,registered_voters,vote_share
68780,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,5,2078,3499.0,0.0024061597690086
68780,2022,1,ingrid_betancourt,1,2078,3499.0,0.0004812319538017
68861,2022,1,rodolfo_hernandez,6479,10088,16432.0,0.642248215701824
68861,2022,1,VOTOS NULOS .,73,10088,16432.0,0.0072363203806502
68861,2022,1,VOTOS EN BLANCO .,86,10088,16432.0,0.0085249801744647
68861,2022,1,gustavo_petro,2358,10088,16432.0,0.2337430610626487
68861,2022,1,federico_gutierrez,878,10088,16432.0,0.0870340999206978
68861,2022,1,sergio_fajardo,113,10088,16432.0,0.0112014274385408
68861,2022,1,JOHN MILTON RODRÍGUEZ,76,10088,16432.0,0.007533703409992
68861,2022,1,VOTOS NO MARCADOS .,9,10088,16432.0,0.0008921490880253
68861,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,10,10088,16432.0,0.0009912767644726
68895,2022,1,rodolfo_hernandez,3806,5117,7884.0,0.7437951924956029
68895,2022,1,VOTOS NO MARCADOS .,5,5117,7884.0,0.0009771350400625
68895,2022,1,VOTOS EN BLANCO .,54,5117,7884.0,0.0105530584326753
68895,2022,1,gustavo_petro,650,5117,7884.0,0.1270275552081297
68895,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,7,5117,7884.0,0.0013679890560875
68895,2022,1,sergio_fajardo,61,5117,7884.0,0.0119210474887629
68895,2022,1,federico_gutierrez,478,5117,7884.0,0.0934141098299785
68895,2022,1,JOHN MILTON RODRÍGUEZ,30,5117,7884.0,0.0058628102403752
68895,2022,1,VOTOS NULOS .,23,5117,7884.0,0.0044948211842876
68895,2022,1,ingrid_betancourt,2,5117,7884.0,0.000390854016025
68211,2022,1,VOTOS NO MARCADOS .,6,1944,3034.0,0.0030864197530864
68211,2022,1,VOTOS NULOS .,16,1944,3034.0,0.0082304526748971
68211,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,2,1944,3034.0,0.0010288065843621
68211,2022,1,sergio_fajardo,9,1944,3034.0,0.0046296296296296
68211,2022,1,JOHN MILTON RODRÍGUEZ,11,1944,3034.0,0.0056584362139917
68377,2022,1,VOTOS NO MARCADOS .,3,3262,5826.0,0.0009196811771919
68498,2022,1,ingrid_betancourt,4,2665,3961.0,0.0015009380863039
68575,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,18,14546,24719.0,0.0012374535954901
68686,2022,1,VOTOS NO MARCADOS .,6,1295,2197.0,0.0046332046332046
68686,2022,1,VOTOS EN BLANCO .,10,1295,2197.0,0.0077220077220077
68686,2022,1,LUIS PÉREZ,3,1295,2197.0,0.0023166023166023
68013,2022,1,rodolfo_hernandez,668,863,1517.0,0.7740440324449595
68013,2022,1,VOTOS NULOS .,2,863,1517.0,0.0023174971031286
68013,2022,1,VOTOS EN BLANCO .,4,863,1517.0,0.0046349942062572
68013,2022,1,gustavo_petro,66,863,1517.0,0.0764774044032444
68013,2022,1,federico_gutierrez,110,863,1517.0,0.1274623406720741
68207,2022,1,JOHN MILTON RODRÍGUEZ,5,3085,5162.0,0.0016207455429497
68176,2022,1,VOTOS EN BLANCO .,2,1591,2551.0,0.0012570710245128
68176,2022,1,ingrid_betancourt,2,1591,2551.0,0.0012570710245128
68271,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,4,2976,5878.0,0.0013440860215053
68271,2022,1,JOHN MILTON RODRÍGUEZ,13,2976,5878.0,0.0043682795698924
68271,2022,1,VOTOS NO MARCADOS .,5,2976,5878.0,0.0016801075268817
68502,2022,1,ingrid_betancourt,3,2192,3674.0,0.0013686131386861
68673,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,2,1603,2966.0,0.0012476606363069
68684,2022,1,VOTOS NO MARCADOS .,6,2740,4257.0,0.0021897810218978
68684,2022,1,ingrid_betancourt,1,2740,4257.0,0.0003649635036496
68684,2022,1,JOHN MILTON RODRÍGUEZ,7,2740,4257.0,0.0025547445255474
68745,2022,1,ingrid_betancourt,2,3833,6177.0,0.0005217845030002
68013,2022,1,sergio_fajardo,7,863,1517.0,0.0081112398609501
68013,2022,1,JOHN MILTON RODRÍGUEZ,2,863,1517.0,0.0023174971031286
68296,2022,1,sergio_fajardo,21,1672,2580.0,0.0125598086124401
68468,2022,1,JOHN MILTON RODRÍGUEZ,4,2175,3757.0,0.0018390804597701
68468,2022,1,sergio_fajardo,10,2175,3757.0,0.0045977011494252
68686,2022,1,JOHN MILTON RODRÍGUEZ,4,1295,2197.0,0.003088803088803
68855,2022,1,VOTOS NO MARCADOS .,3,3622,5014.0,0.0008282716731087
68079,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,7,4858,7162.0,0.0014409221902017
68207,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,2,3085,5162.0,0.0006482982171799
68207,2022,1,sergio_fajardo,14,3085,5162.0,0.0045380875202593
68344,2022,1,LUIS PÉREZ,1,1317,2013.0,0.0007593014426727
68397,2022,1,JOHN MILTON RODRÍGUEZ,3,2252,4061.0,0.0013321492007104
68572,2022,1,LUIS PÉREZ,2,7962,12996.0,0.0002511931675458
68861,2022,1,LUIS PÉREZ,5,10088,16432.0,0.0004956383822363
68298,2022,1,rodolfo_hernandez,1660,2085,3350.0,0.7961630695443646
68298,2022,1,VOTOS NO MARCADOS .,10,2085,3350.0,0.0047961630695443
68298,2022,1,VOTOS NULOS .,19,2085,3350.0,0.0091127098321342
68298,2022,1,VOTOS EN BLANCO .,11,2085,3350.0,0.0052757793764988
68298,2022,1,gustavo_petro,157,2085,3350.0,0.0752997601918465
68298,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,4,2085,3350.0,0.0019184652278177
68298,2022,1,sergio_fajardo,17,2085,3350.0,0.0081534772182254
68298,2022,1,federico_gutierrez,204,2085,3350.0,0.097841726618705
68370,2022,1,federico_gutierrez,108,818,1298.0,0.1320293398533007
68370,2022,1,rodolfo_hernandez,641,818,1298.0,0.7836185819070904
68370,2022,1,VOTOS EN BLANCO .,2,818,1298.0,0.0024449877750611
68370,2022,1,ingrid_betancourt,1,818,1298.0,0.0012224938875305
68370,2022,1,gustavo_petro,53,818,1298.0,0.0647921760391198
68418,2022,1,VOTOS NO MARCADOS .,5,7010,9841.0,0.0007132667617689
68464,2022,1,ingrid_betancourt,3,5192,7901.0,0.0005778120184899
68444,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,6,3381,5182.0,0.0017746228926353
68673,2022,1,VOTOS NO MARCADOS .,3,1603,2966.0,0.0018714909544603
68673,2022,1,VOTOS NULOS .,3,1603,2966.0,0.0018714909544603
68669,2022,1,LUIS PÉREZ,2,3939,6750.0,0.0005077430820005
68013,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,3,863,1517.0,0.0034762456546929
68013,2022,1,VOTOS NO MARCADOS .,1,863,1517.0,0.0011587485515643
68121,2022,1,JOHN MILTON RODRÍGUEZ,2,1116,1774.0,0.0017921146953405
68209,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,2,1838,2695.0,0.001088139281828
68320,2022,1,LUIS PÉREZ,1,2897,4345.0,0.0003451846738004
68406,2022,1,ingrid_betancourt,3,22964,34241.0,0.0001306392614527
68872,2022,1,rodolfo_hernandez,3612,4608,6764.0,0.7838541666666666
68872,2022,1,VOTOS EN BLANCO .,33,4608,6764.0,0.0071614583333333
68872,2022,1,gustavo_petro,437,4608,6764.0,0.0948350694444444
68872,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,10,4608,6764.0,0.0021701388888888
68872,2022,1,sergio_fajardo,49,4608,6764.0,0.0106336805555555
68872,2022,1,federico_gutierrez,438,4608,6764.0,0.0950520833333333
68147,2022,1,JOHN MILTON RODRÍGUEZ,4,2962,5002.0,0.0013504388926401
68368,2022,1,sergio_fajardo,10,1989,3424.0,0.0050276520864756
68368,2022,1,JOHN MILTON RODRÍGUEZ,1,1989,3424.0,0.0005027652086475
68051,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,4,4492,6898.0,0.0008904719501335
68169,2022,1,JOHN MILTON RODRÍGUEZ,2,2121,3282.0,0.0009429514380009
68324,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,1,2738,4604.0,0.0003652300949598
68370,2022,1,sergio_fajardo,7,818,1298.0,0.0085574572127139
68370,2022,1,JOHN MILTON RODRÍGUEZ,1,818,1298.0,0.0012224938875305
68855,2022,1,ingrid_betancourt,2,3622,5014.0,0.0005521811154058
68207,2022,1,ingrid_betancourt,1,3085,5162.0,0.0003241491085899
68235,2022,1,ingrid_betancourt,2,7309,11751.0,0.0002736352442194
68169,2022,1,VOTOS NULOS .,2,2121,3282.0,0.0009429514380009
68250,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,2,2020,3749.0,0.0009900990099009
68770,2022,1,LUIS PÉREZ,1,5180,8488.0,0.0001930501930501
68468,2022,1,VOTOS NO MARCADOS .,1,2175,3757.0,0.0004597701149425
68872,2022,1,VOTOS NO MARCADOS .,6,4608,6764.0,0.0013020833333333
68872,2022,1,VOTOS NULOS .,14,4608,6764.0,0.0030381944444444
68872,2022,1,ingrid_betancourt,2,4608,6764.0,0.0004340277777777
68327,2022,1,VOTOS NO MARCADOS .,2,2515,4298.0,0.0007952286282306
68327,2022,1,JOHN MILTON RODRÍGUEZ,4,2515,4298.0,0.0015904572564612
68705,2022,1,VOTOS EN BLANCO .,8,1485,2247.0,0.0053872053872053
68705,2022,1,sergio_fajardo,5,1485,2247.0,0.0033670033670033
68705,2022,1,JOHN MILTON RODRÍGUEZ,10,1485,2247.0,0.0067340067340067
68190,2022,1,LUIS PÉREZ,7,14652,28820.0,0.0004777504777504
68327,2022,1,LUIS PÉREZ,1,2515,4298.0,0.0003976143141153
68077,2022,1,LUIS PÉREZ,1,17074,25985.0,5.856858381164344e-05
68264,2022,1,rodolfo_hernandez,1215,1387,2152.0,0.8759913482335977
68264,2022,1,VOTOS NULOS .,6,1387,2152.0,0.0043258832011535
68264,2022,1,gustavo_petro,68,1387,2152.0,0.0490266762797404
68264,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,5,1387,2152.0,0.0036049026676279
68264,2022,1,sergio_fajardo,8,1387,2152.0,0.0057678442682047
68264,2022,1,federico_gutierrez,75,1387,2152.0,0.0540735400144196
68264,2022,1,VOTOS EN BLANCO .,5,1387,2152.0,0.0036049026676279
68264,2022,1,ingrid_betancourt,1,1387,2152.0,0.0007209805335255
68264,2022,1,JOHN MILTON RODRÍGUEZ,1,1387,2152.0,0.0007209805335255
68755,2022,1,ingrid_betancourt,2,16696,24778.0,0.0001197891710589
68867,2022,1,ingrid_betancourt,2,926,1475.0,0.0021598272138228
68867,2022,1,VOTOS NO MARCADOS .,1,926,1475.0,0.0010799136069114
68207,2022,1,VOTOS NO MARCADOS .,2,3085,5162.0,0.0006482982171799
68296,2022,1,JOHN MILTON RODRÍGUEZ,2,1672,2580.0,0.0011961722488038
68500,2022,1,LUIS PÉREZ,4,6186,9430.0,0.0006466214031684
68682,2022,1,VOTOS NO MARCADOS .,2,1193,2221.0,0.0016764459346186
68092,2022,1,VOTOS NO MARCADOS .,4,2651,4355.0,0.0015088645794039
68147,2022,1,ingrid_betancourt,1,2962,5002.0,0.00033760972316
68147,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,4,2962,5002.0,0.0013504388926401
68235,2022,1,LUIS PÉREZ,2,7309,11751.0,0.0002736352442194
68418,2022,1,LUIS PÉREZ,2,7010,9841.0,0.0002853067047075
68682,2022,1,VOTOS NULOS .,2,1193,2221.0,0.0016764459346186
68682,2022,1,VOTOS EN BLANCO .,5,1193,2221.0,0.0041911148365465
68160,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,1,1400,2018.0,0.0007142857142857
68370,2022,1,VOTOS NO MARCADOS .,2,818,1298.0,0.0024449877750611
68370,2022,1,VOTOS NULOS .,2,818,1298.0,0.0024449877750611
68575,2022,1,LUIS PÉREZ,5,14546,24719.0,0.0003437371098583
68179,2022,1,VOTOS NO MARCADOS .,3,2296,4279.0,0.0013066202090592
68179,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,1,2296,4279.0,0.0004355400696864
68368,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,1,1989,3424.0,0.0005027652086475
68296,2022,1,VOTOS NO MARCADOS .,1,1672,2580.0,0.0005980861244019
68406,2022,1,LUIS PÉREZ,3,22964,34241.0,0.0001306392614527
68468,2022,1,ingrid_betancourt,1,2175,3757.0,0.0004597701149425
68271,2022,1,ingrid_betancourt,2,2976,5878.0,0.0006720430107526
68266,2022,1,ingrid_betancourt,1,2046,3355.0,0.0004887585532746
68324,2022,1,VOTOS NO MARCADOS .,1,2738,4604.0,0.0003652300949598
68500,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,3,6186,9430.0,0.0004849660523763
68673,2022,1,ingrid_betancourt,1,1603,2966.0,0.0006238303181534
68872,2022,1,JOHN MILTON RODRÍGUEZ,6,4608,6764.0,0.0013020833333333
68385,2022,1,LUIS PÉREZ,2,5303,9855.0,0.0003771450122572
68573,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,8,3163,6279.0,0.002529244388239
68322,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,1,1318,1967.0,0.0007587253414264
68079,2022,1,ingrid_betancourt,2,4858,7162.0,0.0004116920543433
68344,2022,1,JOHN MILTON RODRÍGUEZ,5,1317,2013.0,0.0037965072133637
68370,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,1,818,1298.0,0.0012224938875305
68655,2022,1,LUIS PÉREZ,2,14360,23300.0,0.0001392757660167
68132,2022,1,LUIS PÉREZ,1,1093,1710.0,0.000914913083257
68132,2022,1,sergio_fajardo,7,1093,1710.0,0.0064043915827996
68132,2022,1,JOHN MILTON RODRÍGUEZ,2,1093,1710.0,0.0018298261665141
68176,2022,1,sergio_fajardo,5,1591,2551.0,0.0031426775612822
68217,2022,1,ingrid_betancourt,1,2943,4243.0,0.000339789330615
68264,2022,1,VOTOS NO MARCADOS .,2,1387,2152.0,0.0014419610670511
68167,2022,1,VOTOS NO MARCADOS .,2,6204,9866.0,0.0003223726627981
68498,2022,1,VOTOS NO MARCADOS .,1,2665,3961.0,0.0003752345215759
68573,2022,1,ingrid_betancourt,1,3163,6279.0,0.0003161555485298
68132,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,1,1093,1710.0,0.000914913083257
68298,2022,1,JOHN MILTON RODRÍGUEZ,3,2085,3350.0,0.0014388489208633
68720,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,1,1909,3374.0,0.000523834468308
68092,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,2,2651,4355.0,0.0007544322897019
68324,2022,1,ingrid_betancourt,1,2738,4604.0,0.0003652300949598
68444,2022,1,VOTOS NO MARCADOS .,2,3381,5182.0,0.0005915409642117
68522,2022,1,ingrid_betancourt,1,959,1545.0,0.0010427528675703
68861,2022,1,ingrid_betancourt,1,10088,16432.0,9.912767644726408e-05
68895,2022,1,LUIS PÉREZ,1,5117,7884.0,0.0001954270080125
68101,2022,1,LUIS PÉREZ,1,4349,8202.0,0.0002299379167624
68368,2022,1,VOTOS NO MARCADOS .,3,1989,3424.0,0.0015082956259426
68669,2022,1,JOHN MILTON RODRÍGUEZ,3,3939,6750.0,0.0007616146230007
68132,2022,1,VOTOS NO MARCADOS .,1,1093,1710.0,0.000914913083257
68132,2022,1,ingrid_betancourt,1,1093,1710.0,0.000914913083257
68162,2022,1,ingrid_betancourt,1,3317,5263.0,0.0003014772384684
68572,2022,1,ingrid_betancourt,1,7962,12996.0,0.0001255965837729
68264,2022,1,LUIS PÉREZ,1,1387,2152.0,0.0007209805335255
68524,2022,1,JOHN MILTON RODRÍGUEZ,3,1651,2433.0,0.001817080557238
68689,2022,1,ingrid_betancourt,2,14442,24561.0,0.0001384849743802
68770,2022,1,ingrid_betancourt,1,5180,8488.0,0.0001930501930501
68444,2022,1,ingrid_betancourt,1,3381,5182.0,0.0002957704821058
68020,2022,1,LUIS PÉREZ,2,1894,3465.0,0.0010559662090813
68176,2022,1,JOHN MILTON RODRÍGUEZ,1,1591,2551.0,0.0006285355122564
68705,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,1,1485,2247.0,0.0006734006734006
68211,2022,1,LUIS PÉREZ,1,1944,3034.0,0.000514403292181
68745,2022,1,VOTOS NO MARCADOS .,2,3833,6177.0,0.0005217845030002
68820,2022,1,ingrid_betancourt,1,3502,5266.0,0.0002855511136493
68533,2022,1,VOTOS NO MARCADOS .,2,2747,3778.0,0.0007280669821623
68524,2022,1,ingrid_betancourt,1,1651,2433.0,0.0006056935190793
68245,2022,1,VOTOS NO MARCADOS .,1,945,1603.0,0.001058201058201
68872,2022,1,LUIS PÉREZ,1,4608,6764.0,0.0002170138888888
68121,2022,1,VOTOS NULOS .,1,1116,1774.0,0.0008960573476702
68121,2022,1,ingrid_betancourt,2,1116,1774.0,0.0017921146953405
68121,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,3,1116,1774.0,0.0026881720430107
63001,2022,1,rodolfo_hernandez,41335,156570,268585.0,0.2640033211981861
63001,2022,1,VOTOS NULOS .,2187,156570,268585.0,0.0139681931404483
63001,2022,1,VOTOS EN BLANCO .,3716,156570,268585.0,0.0237337931915437
63001,2022,1,gustavo_petro,49874,156570,268585.0,0.3185412275659449
63001,2022,1,sergio_fajardo,8984,156570,268585.0,0.0573800855847224
63001,2022,1,federico_gutierrez,47963,156570,268585.0,0.3063358242319729
63001,2022,1,JOHN MILTON RODRÍGUEZ,1817,156570,268585.0,0.0116050328926358
63001,2022,1,VOTOS NO MARCADOS .,181,156570,268585.0,0.0011560324455515
63001,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,325,156570,268585.0,0.0020757488663217
63001,2022,1,ingrid_betancourt,107,156570,268585.0,0.000683400395989
63001,2022,1,LUIS PÉREZ,81,156570,268585.0,0.0005173404866832
63130,2022,1,rodolfo_hernandez,12135,35991,62430.0,0.3371676252396432
63130,2022,1,VOTOS NULOS .,728,35991,62430.0,0.0202272790419827
63130,2022,1,VOTOS EN BLANCO .,848,35991,62430.0,0.0235614459170348
63130,2022,1,gustavo_petro,10346,35991,62430.0,0.2874607540774082
63130,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,75,35991,62430.0,0.0020838542969075
63130,2022,1,sergio_fajardo,1462,35991,62430.0,0.040621266427718
63130,2022,1,federico_gutierrez,10005,35991,62430.0,0.2779861632074685
63130,2022,1,JOHN MILTON RODRÍGUEZ,276,35991,62430.0,0.0076685838126198
63130,2022,1,VOTOS NO MARCADOS .,57,35991,62430.0,0.0015837292656497
63130,2022,1,ingrid_betancourt,37,35991,62430.0,0.0010280347864743
63111,2022,1,rodolfo_hernandez,415,1514,2766.0,0.2741083223249669
63111,2022,1,VOTOS NULOS .,19,1514,2766.0,0.0125495376486129
63111,2022,1,VOTOS EN BLANCO .,22,1514,2766.0,0.0145310435931307
63111,2022,1,gustavo_petro,438,1514,2766.0,0.2892998678996037
63111,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,5,1514,2766.0,0.0033025099075297
63111,2022,1,sergio_fajardo,54,1514,2766.0,0.035667107001321
63111,2022,1,federico_gutierrez,552,1514,2766.0,0.3645970937912813
63111,2022,1,JOHN MILTON RODRÍGUEZ,6,1514,2766.0,0.0039630118890356
63111,2022,1,ingrid_betancourt,1,1514,2766.0,0.0006605019815059
63130,2022,1,LUIS PÉREZ,22,35991,62430.0,0.0006112639270928
63190,2022,1,rodolfo_hernandez,4420,14395,24196.0,0.3070510593956235
63190,2022,1,VOTOS NULOS .,265,14395,24196.0,0.0184091698506425
63190,2022,1,VOTOS EN BLANCO .,314,14395,24196.0,0.0218131295588746
63190,2022,1,ingrid_betancourt,13,14395,24196.0,0.0009030913511635
63190,2022,1,gustavo_petro,4011,14395,24196.0,0.2786384161167072
63190,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,24,14395,24196.0,0.0016672455713789
63190,2022,1,sergio_fajardo,688,14395,24196.0,0.0477943730461965
63190,2022,1,federico_gutierrez,4520,14395,24196.0,0.3139979159430358
63190,2022,1,LUIS PÉREZ,5,14395,24196.0,0.0003473428273706
63190,2022,1,JOHN MILTON RODRÍGUEZ,104,14395,24196.0,0.0072247308093087
63190,2022,1,VOTOS NO MARCADOS .,31,14395,24196.0,0.0021535255296978
63212,2022,1,rodolfo_hernandez,1171,2855,5556.0,0.4101576182136602
63212,2022,1,VOTOS NULOS .,52,2855,5556.0,0.0182136602451838
63212,2022,1,VOTOS EN BLANCO .,44,2855,5556.0,0.0154115586690017
63212,2022,1,gustavo_petro,908,2855,5556.0,0.3180385288966725
63212,2022,1,sergio_fajardo,73,2855,5556.0,0.0255691768826619
63212,2022,1,federico_gutierrez,562,2855,5556.0,0.1968476357267951
63212,2022,1,JOHN MILTON RODRÍGUEZ,27,2855,5556.0,0.0094570928196147
63302,2022,1,rodolfo_hernandez,1231,3813,7397.0,0.3228429058484133
63302,2022,1,VOTOS NULOS .,71,3813,7397.0,0.018620508785733
63302,2022,1,VOTOS EN BLANCO .,63,3813,7397.0,0.016522423288749
63302,2022,1,gustavo_petro,977,3813,7397.0,0.2562286913191712
63302,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,4,3813,7397.0,0.001049042748492
63302,2022,1,sergio_fajardo,136,3813,7397.0,0.035667453448728
63302,2022,1,federico_gutierrez,1233,3813,7397.0,0.3233674272226593
63302,2022,1,JOHN MILTON RODRÍGUEZ,84,3813,7397.0,0.022029897718332
63302,2022,1,VOTOS NO MARCADOS .,11,3813,7397.0,0.002884867558353
63272,2022,1,rodolfo_hernandez,1512,5744,10751.0,0.2632311977715877
63272,2022,1,VOTOS EN BLANCO .,173,5744,10751.0,0.0301183844011142
63272,2022,1,gustavo_petro,1345,5744,10751.0,0.2341573816155988
63272,2022,1,sergio_fajardo,334,5744,10751.0,0.0581476323119777
63272,2022,1,federico_gutierrez,2154,5744,10751.0,0.375
63272,2022,1,VOTOS NULOS .,129,5744,10751.0,0.0224582172701949
63272,2022,1,JOHN MILTON RODRÍGUEZ,56,5744,10751.0,0.0097493036211699
63272,2022,1,VOTOS NO MARCADOS .,10,5744,10751.0,0.0017409470752089
63272,2022,1,ingrid_betancourt,12,5744,10751.0,0.0020891364902506
63272,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,15,5744,10751.0,0.0026114206128133
63212,2022,1,VOTOS NO MARCADOS .,8,2855,5556.0,0.0028021015761821
63401,2022,1,rodolfo_hernandez,5320,16407,30037.0,0.3242518437252392
63401,2022,1,VOTOS NULOS .,543,16407,30037.0,0.033095629914061
63401,2022,1,VOTOS EN BLANCO .,379,16407,30037.0,0.023099896385689
63401,2022,1,ingrid_betancourt,18,16407,30037.0,0.0010970927043335
63401,2022,1,gustavo_petro,5380,16407,30037.0,0.3279088194063509
63401,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,30,16407,30037.0,0.0018284878405558
63401,2022,1,sergio_fajardo,609,16407,30037.0,0.0371183031632839
63401,2022,1,federico_gutierrez,3805,16407,30037.0,0.2319132077771682
63401,2022,1,JOHN MILTON RODRÍGUEZ,261,16407,30037.0,0.0159078442128359
63401,2022,1,VOTOS NO MARCADOS .,49,16407,30037.0,0.0029865301395745
63401,2022,1,LUIS PÉREZ,13,16407,30037.0,0.0007923447309075
63302,2022,1,ingrid_betancourt,2,3813,7397.0,0.000524521374246
63470,2022,1,rodolfo_hernandez,6046,17860,35302.0,0.338521836506159
63470,2022,1,VOTOS NULOS .,583,17860,35302.0,0.0326427771556551
63470,2022,1,VOTOS EN BLANCO .,411,17860,35302.0,0.0230123180291153
63470,2022,1,gustavo_petro,4631,17860,35302.0,0.2592945128779395
63470,2022,1,sergio_fajardo,645,17860,35302.0,0.036114221724524
63470,2022,1,federico_gutierrez,5268,17860,35302.0,0.2949608062709966
63470,2022,1,JOHN MILTON RODRÍGUEZ,139,17860,35302.0,0.0077827547592385
63470,2022,1,VOTOS NO MARCADOS .,55,17860,35302.0,0.0030795072788353
63470,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,41,17860,35302.0,0.0022956326987681
63470,2022,1,ingrid_betancourt,29,17860,35302.0,0.0016237402015677
63470,2022,1,LUIS PÉREZ,12,17860,35302.0,0.0006718924972004
63594,2022,1,rodolfo_hernandez,5006,15756,30914.0,0.3177202335618177
63594,2022,1,VOTOS NULOS .,356,15756,30914.0,0.0225945671490225
63594,2022,1,VOTOS EN BLANCO .,366,15756,30914.0,0.0232292460015232
63594,2022,1,LUIS PÉREZ,5,15756,30914.0,0.0003173394262503
63594,2022,1,gustavo_petro,4961,15756,30914.0,0.3148641787255649
63594,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,53,15756,30914.0,0.0033637979182533
63594,2022,1,sergio_fajardo,612,15756,30914.0,0.0388423457730388
63594,2022,1,federico_gutierrez,4230,15756,30914.0,0.2684691546077685
63594,2022,1,JOHN MILTON RODRÍGUEZ,92,15756,30914.0,0.0058390454430058
63594,2022,1,VOTOS NO MARCADOS .,58,15756,30914.0,0.0036811373445036
63594,2022,1,ingrid_betancourt,17,15756,30914.0,0.001078954049251
63548,2022,1,rodolfo_hernandez,1093,2965,6060.0,0.3686340640809443
63548,2022,1,VOTOS NULOS .,60,2965,6060.0,0.0202360876897133
63548,2022,1,VOTOS EN BLANCO .,72,2965,6060.0,0.0242833052276559
63548,2022,1,gustavo_petro,734,2965,6060.0,0.2475548060708263
63548,2022,1,sergio_fajardo,105,2965,6060.0,0.0354131534569983
63548,2022,1,federico_gutierrez,855,2965,6060.0,0.2883642495784148
63548,2022,1,JOHN MILTON RODRÍGUEZ,23,2965,6060.0,0.0077571669477234
63690,2022,1,rodolfo_hernandez,1084,3561,6132.0,0.3044088739118225
63690,2022,1,VOTOS NO MARCADOS .,3,3561,6132.0,0.0008424599831508
63690,2022,1,VOTOS NULOS .,39,3561,6132.0,0.0109519797809604
63690,2022,1,VOTOS EN BLANCO .,78,3561,6132.0,0.0219039595619208
63690,2022,1,gustavo_petro,939,3561,6132.0,0.2636899747262005
63690,2022,1,sergio_fajardo,125,3561,6132.0,0.03510249929795
63690,2022,1,federico_gutierrez,1259,3561,6132.0,0.3535523729289525
63690,2022,1,JOHN MILTON RODRÍGUEZ,19,3561,6132.0,0.0053355798932884
63690,2022,1,ingrid_betancourt,3,3561,6132.0,0.0008424599831508
63690,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,11,3561,6132.0,0.0030890199382196
63111,2022,1,VOTOS NO MARCADOS .,2,1514,2766.0,0.0013210039630118
63272,2022,1,LUIS PÉREZ,4,5744,10751.0,0.0006963788300835
63548,2022,1,VOTOS NO MARCADOS .,14,2965,6060.0,0.0047217537942664
63548,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,8,2965,6060.0,0.0026981450252951
63302,2022,1,LUIS PÉREZ,1,3813,7397.0,0.000262260687123
63212,2022,1,ingrid_betancourt,2,2855,5556.0,0.0007005253940455
63212,2022,1,ENRIQUE GÓMEZ MARTÍNEZ,7,2855,5556.0,0.0024518388791593
63548,2022,1,ingrid_betancourt,1,2965,6060.0,0.0003372681281618
63690,2022,1,LUIS PÉREZ,1,3561,6132.0,0.0002808199943836
63212,2022,1,LUIS PÉREZ,1,2855,5556.0,0.0003502626970227
54001,2022,1,rodolfo_hernandez,170013,341043,616236.0,0.4985089856704287
54001,2022,1,VOTOS NO MARCADOS .,269,341043,616236.0,0.0007887568429787
54001,2022,1,VOTOS EN BLANCO .,3733,341043,616236.0,0.0109458338098128
54001,2022,1,gustavo_petro,46325,341043,616236.0,0.1358333113419715
